"","PMID","Abstract","Year","Title"
"2083","34789209","METHODS: Literature searches identified systematic reviews and meta-analyses that examined the association between behavioural risk factors (alcohol, smoking, illicit drug use, physical inactivity, obesity and poor diet) and the contraction/severity of common communicable diseases, including infection or associated pathogens. An a priori, prospectively registered protocol was followed (PROSPERO; registration number CRD42020223890).",2021,"The impact of behavioural risk factors on communicable diseases: a systematic review of reviews."
"2084","34789209","RESULTS: Fifty-three systematic reviews were included, of which 36 were also meta-analyses. Reviews focused on: tuberculosis, human immunodeficiency virus, hepatitis C virus, hepatitis B virus, invasive bacterial diseases, pneumonia, influenza, and COVID-19. Twenty-one reviews examined the association between behavioural risk factors and communicable disease contraction and 35 examined their association with communicable disease outcomes (three examined their association with both contraction and outcomes). Fifty out of 53 reviews (94%) concluded that at least one of the behavioural risk factors studied increased the risk of contracting or experiencing worse health outcomes from a communicable disease. Across all reviews, effect sizes, where calculated, ranged from 0.83 to 8.22.",2021,"The impact of behavioural risk factors on communicable diseases: a systematic review of reviews."
"2085","34789209","CONCLUSIONS: Behavioural risk factors play a significant role in the risk of contracting and experiencing more severe outcomes from communicable diseases. Prevention of communicable diseases is likely to be most successful if it involves the prevention of behavioural risk factors commonly associated with NCDs. These findings are important for understanding risks associated with communicable disease, and timely, given the COVID-19 pandemic and the need for improvements in future pandemic preparedness. Addressing behavioural risk factors should be an important part of work to build resilience against any emerging and future epidemics and pandemics.",2021,"The impact of behavioural risk factors on communicable diseases: a systematic review of reviews."
"2086","34789505","OBJECTIVE: To review the evidence on the effectiveness of public health measures in reducing the incidence of covid-19, SARS-CoV-2 transmission, and covid-19 mortality.",2021,"Effectiveness of public health measures in reducing the incidence of covid-19, SARS-CoV-2 transmission, and covid-19 mortality: systematic review and meta-analysis."
"2087","34789505","DESIGN: Systematic review and meta-analysis.",2021,"Effectiveness of public health measures in reducing the incidence of covid-19, SARS-CoV-2 transmission, and covid-19 mortality: systematic review and meta-analysis."
"2088","34789505","DATA SOURCES: Medline, Embase, CINAHL, Biosis, Joanna Briggs, Global Health, and World Health Organization COVID-19 database (preprints).",2021,"Effectiveness of public health measures in reducing the incidence of covid-19, SARS-CoV-2 transmission, and covid-19 mortality: systematic review and meta-analysis."
"2089","34789505","ELIGIBILITY CRITERIA FOR STUDY SELECTION: Observational and interventional studies that assessed the effectiveness of public health measures in reducing the incidence of covid-19, SARS-CoV-2 transmission, and covid-19 mortality.",2021,"Effectiveness of public health measures in reducing the incidence of covid-19, SARS-CoV-2 transmission, and covid-19 mortality: systematic review and meta-analysis."
"2090","34789505","MAIN OUTCOME MEASURES: The main outcome measure was incidence of covid-19. Secondary outcomes included SARS-CoV-2 transmission and covid-19 mortality.",2021,"Effectiveness of public health measures in reducing the incidence of covid-19, SARS-CoV-2 transmission, and covid-19 mortality: systematic review and meta-analysis."
"2091","34789505","DATA SYNTHESIS: DerSimonian Laird random effects meta-analysis was performed to investigate the effect of mask wearing, handwashing, and physical distancing measures on incidence of covid-19. Pooled effect estimates with corresponding 95% confidence intervals were computed, and heterogeneity among studies was assessed using Cochran's Q test and the I2 metrics, with two tailed P values.",2021,"Effectiveness of public health measures in reducing the incidence of covid-19, SARS-CoV-2 transmission, and covid-19 mortality: systematic review and meta-analysis."
"2092","34789505","RESULTS: 72 studies met the inclusion criteria, of which 35 evaluated individual public health measures and 37 assessed multiple public health measures as a ""package of interventions."" Eight of 35 studies were included in the meta-analysis, which indicated a reduction in incidence of covid-19 associated with handwashing (relative risk 0.47, 95% confidence interval 0.19 to 1.12, I2=12%), mask wearing (0.47, 0.29 to 0.75, I2=84%), and physical distancing (0.75, 0.59 to 0.95, I2=87%). Owing to heterogeneity of the studies, meta-analysis was not possible for the outcomes of quarantine and isolation, universal lockdowns, and closures of borders, schools, and workplaces. The effects of these interventions were synthesised descriptively.",2021,"Effectiveness of public health measures in reducing the incidence of covid-19, SARS-CoV-2 transmission, and covid-19 mortality: systematic review and meta-analysis."
"2093","34789505","CONCLUSIONS: This systematic review and meta-analysis suggests that several personal protective and social measures, including handwashing, mask wearing, and physical distancing are associated with reductions in the incidence covid-19. Public health efforts to implement public health measures should consider community health and sociocultural needs, and future research is needed to better understand the effectiveness of public health measures in the context of covid-19 vaccination.",2021,"Effectiveness of public health measures in reducing the incidence of covid-19, SARS-CoV-2 transmission, and covid-19 mortality: systematic review and meta-analysis."
